id,business_name,sector,lga,annual_revenue,employee_count,registered
2691,Mcdaniel Ltd,Manufacturing,Eti-Osa,490681260,311,False
2692,Ortiz-Walter,Tech,Ifako-Ijaiye,121879666,90,True
2693,Moore Ltd,Finance,Apapa,23863252,243,False
2694,Martin-Williams,Tech,Oshodi-Isolo,102418244,496,False
2695,Olson Ltd,Retail,Badagry,133884811,194,False
2696,Fox-King,Tech,Victoria Island,136090934,249,False
2697,Huff and Sons,Tech,Ajah,9857716,370,False
2698,Hardin-Gomez,Manufacturing,Ikorodu,57190481,351,True
2699,"Murphy, Hall and Gordon",Tech,Amuwo-Odofin,384726725,355,False
2700,"Santos, Williams and Bowman",Retail,Amuwo-Odofin,31785166,75,True
2701,Mason-Banks,Tech,Eti-Osa,237763987,156,False
2702,Osborn-Dominguez,Tech,Mushin,170587369,379,True
2703,"Burgess, Webb and Riddle",Real Estate,Alimosho,74731157,289,True
2704,Silva Ltd,Tech,Apapa,498032258,25,True
2705,Weiss Group,Real Estate,Ikorodu,354001734,410,False
2706,Diaz Ltd,Real Estate,Agege,351108871,328,True
2707,Singh Ltd,Retail,Ikeja,154809472,141,True
2708,"Taylor, Thomas and Jones",Tech,Amuwo-Odofin,472201264,159,False
2709,"Arellano, Davis and Campbell",Manufacturing,Lekki,331589321,349,False
2710,"Bell, Barnett and Hall",Manufacturing,Victoria Island,395492419,331,False
2711,Stevenson-Lane,Retail,Somolu,324209584,454,False
2712,Gonzalez-Sparks,Real Estate,Amuwo-Odofin,358078459,68,True
2713,"Sanchez, Garcia and Wilson",Tech,Mushin,58468435,126,True
2714,Miller-Baker,Manufacturing,Ifako-Ijaiye,194363840,221,True
2715,"Todd, Nichols and Henry",Retail,Yaba,213681305,294,True
2716,Martin-Alvarado,Retail,Victoria Island,414968914,385,False
2717,Fowler Group,Real Estate,Amuwo-Odofin,345067530,198,True
2718,"Mclaughlin, Cannon and Andrews",Retail,Kosofe,431631047,101,True
2719,Hunt-Stout,Retail,Somolu,58206417,286,False
2720,Schwartz and Sons,Retail,Ikeja,476330199,463,True
2721,"James, Elliott and Bridges",Tech,Mushin,195620497,296,True
2722,Guerra-Smith,Real Estate,Victoria Island,296865537,168,False
2723,Nichols and Sons,Manufacturing,Somolu,168145119,453,True
2724,Reynolds-Fitzgerald,Manufacturing,Ikeja,393481586,54,True
2725,White Ltd,Manufacturing,Somolu,256426169,302,False
2726,"Brown, Parker and Anderson",Retail,Amuwo-Odofin,144425023,144,True
2727,Davis-Graves,Retail,Yaba,45065819,361,False
2728,Simpson-Sullivan,Manufacturing,Ikorodu,188719284,241,True
2729,"Wood, Clark and Donaldson",Real Estate,Alimosho,108990045,46,False
2730,"Smith, Cox and Garcia",Real Estate,Amuwo-Odofin,204046170,172,True
2731,White-Smith,Real Estate,Ajah,345699083,334,True
2732,Butler LLC,Manufacturing,Victoria Island,482402555,353,True
2733,Wyatt and Sons,Manufacturing,Ifako-Ijaiye,416577919,294,False
2734,"Montgomery, Jones and Cox",Tech,Amuwo-Odofin,475010596,327,True
2735,Fisher PLC,Tech,Somolu,397665871,454,True
2736,Orr-Clayton,Retail,Epe,185101601,32,False
2737,Garcia PLC,Manufacturing,Surulere,317641253,438,False
2738,Stone Group,Tech,Kosofe,342142541,75,False
2739,Adkins Inc,Retail,Agege,272303623,311,False
2740,Waters Group,Manufacturing,Kosofe,282324287,311,True
2741,Wilson-York,Retail,Alimosho,432917384,70,False
2742,Lucero-Romero,Tech,Agege,248371384,483,False
2743,"Zuniga, Holt and Blake",Retail,Victoria Island,487560007,189,True
2744,Johnson-Cuevas,Retail,Apapa,149264898,263,True
2745,Moore Inc,Manufacturing,Ajah,49297992,214,True
2746,Hernandez PLC,Manufacturing,Badagry,284128570,286,True
2747,Wilson Inc,Real Estate,Mushin,71852863,283,False
2748,"Mckee, James and Davis",Manufacturing,Kosofe,334003631,305,True
2749,Hall-Hurst,Manufacturing,Eti-Osa,197044552,37,False
2750,Copeland Ltd,Finance,Epe,253716671,47,True
2751,Martin Group,Tech,Eti-Osa,205100952,73,True
2752,Weber-Dunn,Retail,Shomolu,125980304,168,True
2753,"Andrews, Melton and Adams",Tech,Shomolu,85607333,353,False
2754,Gentry-Johnson,Tech,Amuwo-Odofin,293348128,268,False
2755,Mclaughlin-Johnson,Retail,Yaba,254726460,477,False
2756,Lee LLC,Retail,Oshodi-Isolo,32954081,256,True
2757,Nguyen-Perez,Real Estate,Ikeja,5047736,409,False
2758,King-Carney,Tech,Apapa,346834178,142,True
2759,Elliott LLC,Manufacturing,Ikorodu,74258737,392,True
2760,"Mccormick, Foster and Anderson",Manufacturing,Amuwo-Odofin,47615437,13,False
2761,Adams-Anderson,Finance,Eti-Osa,341378503,418,False
2762,"Reeves, Simmons and Patterson",Real Estate,Lekki,162479418,240,False
2763,"Clark, Hall and Kirby",Retail,Apapa,273461583,398,False
2764,Harrison-Franklin,Finance,Ifako-Ijaiye,362692298,36,True
2765,Ford-Williams,Retail,Ikorodu,434338755,37,False
2766,Robles Inc,Tech,Victoria Island,24856534,461,True
2767,"Lozano, Brown and Rhodes",Retail,Eti-Osa,334701271,236,False
2768,"Smith, Cameron and Hardin",Retail,Epe,197645498,97,True
2769,Wilson-Reilly,Finance,Apapa,215637334,151,False
2770,Martinez-Kirby,Retail,Agege,215717028,227,False
2771,Martin-Davis,Finance,Amuwo-Odofin,75121709,205,True
2772,"Fuller, Garcia and Powell",Tech,Badagry,447038811,384,True
2773,"Long, Jacobs and Klein",Retail,Shomolu,76524113,452,True
2774,"Randolph, Nelson and Taylor",Finance,Somolu,387833429,483,False
2775,"Morales, Blanchard and Joseph",Real Estate,Epe,19555019,451,False
2776,Davis LLC,Finance,Yaba,349083969,167,True
2777,Blake-Thompson,Real Estate,Amuwo-Odofin,191714571,305,False
2778,Carrillo-Hopkins,Finance,Somolu,83626680,147,False
2779,"Lewis, Elliott and Alvarado",Finance,Mushin,325369639,215,True
2780,Cruz and Sons,Manufacturing,Yaba,451660022,94,True
2781,"Ward, Nicholson and Melton",Manufacturing,Oshodi-Isolo,318948845,239,False
2782,"Brooks, Curtis and Mcgrath",Manufacturing,Oshodi-Isolo,431223597,204,True
2783,"Rodriguez, Simpson and Gross",Tech,Surulere,168198704,444,False
2784,Silva PLC,Finance,Badagry,272033125,374,False
2785,Sullivan-Vang,Finance,Kosofe,161748390,73,False
2786,Phillips-Bell,Manufacturing,Surulere,367516169,145,True
2787,Sanders-Owen,Tech,Ifako-Ijaiye,20718523,123,True
2788,Fisher-Jones,Real Estate,Apapa,446711734,6,True
2789,"Curtis, Brooks and Hamilton",Manufacturing,Mushin,416330491,74,False
2790,Cook-Ward,Finance,Apapa,68014116,48,True
2791,Schultz Ltd,Real Estate,Ikorodu,120893865,402,True
2792,Brown-Jackson,Real Estate,Badagry,226864300,350,True
2793,Mueller Group,Retail,Ajah,307470964,343,False
2794,"Miller, Lara and Brown",Manufacturing,Kosofe,480040401,66,False
2795,"Allen, Guzman and Foster",Tech,Oshodi-Isolo,464441142,268,True
2796,"Mcpherson, Park and Johnson",Manufacturing,Alimosho,221681793,249,False
2797,Carr LLC,Finance,Amuwo-Odofin,345200426,121,True
2798,Jones-Benson,Finance,Agege,422253938,33,True
2799,Powers Ltd,Tech,Amuwo-Odofin,203422361,178,True
2800,Torres Group,Finance,Victoria Island,437104152,339,False
2801,Lindsey-Palmer,Finance,Shomolu,223031599,250,False
2802,Mccarthy PLC,Tech,Amuwo-Odofin,131784307,170,False
2803,Diaz-Bennett,Real Estate,Amuwo-Odofin,330141787,96,True
2804,Padilla Ltd,Manufacturing,Kosofe,429138831,208,True
2805,Carter and Sons,Tech,Eti-Osa,81962707,85,False
2806,"Williamson, Walker and Oliver",Retail,Ikeja,50448877,97,False
2807,Stokes PLC,Real Estate,Alimosho,226326370,418,False
2808,Ray Inc,Retail,Somolu,20109561,362,False
2809,Ortiz Inc,Finance,Mushin,481415060,253,True
2810,Cohen-Hernandez,Finance,Oshodi-Isolo,171339123,195,False
2811,Smith-Powell,Retail,Somolu,258762168,235,True
2812,"Smith, Price and Jordan",Manufacturing,Kosofe,350019607,170,False
2813,Gentry-Ellis,Manufacturing,Kosofe,66749514,225,False
2814,Reid-Russo,Retail,Eti-Osa,158650034,375,False
2815,Campbell-Solis,Real Estate,Ikorodu,448945291,69,True
2816,"Murillo, Lawson and Rodriguez",Manufacturing,Kosofe,475845269,290,False
2817,Lang PLC,Finance,Agege,472976213,298,True
2818,Perez-Martin,Finance,Amuwo-Odofin,221738967,46,False
2819,"Rodriguez, Brown and Fuller",Retail,Kosofe,213427826,368,True
2820,Sharp and Sons,Finance,Badagry,133541720,326,False
2821,Bell Ltd,Tech,Ifako-Ijaiye,343814042,251,False
2822,Lee Group,Finance,Agege,223337373,411,False
2823,Grimes-Mcgrath,Tech,Ikeja,17923336,31,False
2824,Johnson Inc,Retail,Ifako-Ijaiye,138715088,446,True
2825,Smith-Martinez,Finance,Epe,55602483,268,False
2826,"Williams, Cardenas and Gutierrez",Manufacturing,Apapa,298394771,268,True
2827,"Banks, Taylor and George",Tech,Lekki,392332421,37,True
2828,Suarez-Lewis,Real Estate,Oshodi-Isolo,380930544,43,True
2829,Herman-Oliver,Real Estate,Victoria Island,469387607,195,False
2830,Miles Inc,Manufacturing,Eti-Osa,390585349,72,False
2831,Miller-Davis,Real Estate,Apapa,322711947,86,True
2832,Rubio-Washington,Real Estate,Epe,251775189,376,True
2833,"Ballard, Maldonado and White",Retail,Somolu,367454909,267,True
2834,"Ortiz, Johnston and Trujillo",Tech,Victoria Island,65965835,49,True
2835,"Brown, Miller and Le",Manufacturing,Somolu,286930505,457,False
2836,White Group,Manufacturing,Ifako-Ijaiye,35831215,187,True
2837,Washington Ltd,Tech,Ajah,407669010,68,False
2838,"Manning, Gordon and Flynn",Retail,Amuwo-Odofin,464183186,156,False
2839,Chen Group,Tech,Oshodi-Isolo,248385279,497,False
2840,"Boyle, Sanchez and Woods",Manufacturing,Ifako-Ijaiye,24718150,245,False
2841,"Lee, Nelson and Atkins",Finance,Lekki,219309019,353,True
2842,Wheeler-Douglas,Retail,Yaba,38602604,479,False
2843,Newman-Turner,Finance,Agege,86232840,484,False
2844,"Adams, Allen and Warren",Tech,Amuwo-Odofin,317821903,36,False
2845,Ortiz-West,Real Estate,Shomolu,328427993,328,False
2846,Underwood-Johnson,Manufacturing,Victoria Island,331700692,406,False
2847,Wagner Ltd,Finance,Amuwo-Odofin,481679885,411,True
2848,"Davis, Burns and Kelly",Manufacturing,Kosofe,494348239,229,False
2849,Lopez Ltd,Manufacturing,Apapa,16590713,107,False
2850,Butler and Sons,Real Estate,Surulere,200643938,64,False
2851,Butler-Barber,Finance,Victoria Island,438195622,134,True
2852,"Newman, Rojas and Pearson",Retail,Surulere,468455057,298,False
2853,"Cortez, Smith and Foster",Manufacturing,Somolu,472018517,155,True
2854,"Anderson, Clark and Caldwell",Manufacturing,Oshodi-Isolo,107819245,135,False
2855,"Woods, Nelson and Fletcher",Real Estate,Agege,175151930,127,True
2856,Villarreal-Dodson,Manufacturing,Kosofe,45104871,289,False
2857,"Mckinney, Valencia and Scott",Real Estate,Epe,103356360,195,True
2858,"Moore, Washington and Mayo",Retail,Ajah,127430901,67,True
2859,Richmond-Elliott,Tech,Oshodi-Isolo,363151056,90,False
2860,Zimmerman-Jones,Real Estate,Agege,43309964,326,True
2861,"Phillips, Thomas and Garza",Finance,Somolu,143036373,448,False
2862,"Montgomery, Archer and Mendez",Finance,Surulere,407276269,345,False
2863,"Buck, Pruitt and Ayala",Tech,Alimosho,272232454,358,True
2864,Smith PLC,Manufacturing,Agege,389472247,390,False
2865,"Morgan, Marshall and Hooper",Retail,Amuwo-Odofin,248169598,494,True
2866,Hanson-Mason,Manufacturing,Yaba,108795610,421,True
2867,"Long, Clark and Smith",Real Estate,Mushin,341720811,66,False
2868,"Howe, Crawford and Martinez",Manufacturing,Kosofe,120266643,118,False
2869,Frye-Ray,Retail,Agege,418445221,64,True
2870,Thompson-Bolton,Retail,Eti-Osa,322244508,149,True
2871,James-Wilson,Real Estate,Victoria Island,343941013,16,False
2872,Smith Inc,Retail,Ajah,319000556,147,False
2873,Miller Group,Retail,Badagry,72213488,406,False
2874,Horne-Ward,Manufacturing,Lekki,488156944,185,False
2875,"Forbes, Mccullough and Melton",Retail,Shomolu,449649713,302,False
2876,"Weiss, Adkins and Baker",Manufacturing,Yaba,365394615,359,False
2877,Harvey-Carpenter,Real Estate,Yaba,49611062,494,False
2878,"Collins, Sullivan and Trujillo",Tech,Victoria Island,222967199,17,False
2879,Jackson Ltd,Retail,Ikorodu,142327927,161,True
2880,Haley-Cherry,Real Estate,Amuwo-Odofin,211251113,127,True
2881,Hansen LLC,Real Estate,Ifako-Ijaiye,407043039,472,True
2882,Morrow Inc,Retail,Yaba,182609708,409,False
2883,Burgess PLC,Retail,Apapa,370043254,100,True
2884,Brady Group,Finance,Mushin,292037610,146,False
2885,Gibson PLC,Real Estate,Apapa,401208196,209,False
2886,Shelton-Mckinney,Real Estate,Amuwo-Odofin,382850910,34,True
2887,"Bradley, Martinez and Ramos",Real Estate,Oshodi-Isolo,245197505,90,True
2888,Shaffer-Parker,Manufacturing,Yaba,86198350,482,False
2889,Diaz-Thompson,Manufacturing,Somolu,269692497,167,False
2890,"Davis, Ballard and Chandler",Retail,Ikeja,330784232,106,False
2891,Mann-Mccarthy,Tech,Agege,395244144,469,True
2892,"Miller, Baker and Torres",Real Estate,Alimosho,165348595,458,False
2893,Henry-Hawkins,Finance,Somolu,437643123,262,False
2894,Bell PLC,Retail,Oshodi-Isolo,47333822,292,True
2895,Solomon Inc,Real Estate,Eti-Osa,131456288,442,True
2896,"Grimes, Edwards and Thornton",Manufacturing,Ikorodu,163151229,178,False
2897,Hebert LLC,Real Estate,Oshodi-Isolo,457082868,111,True
2898,Branch Group,Finance,Eti-Osa,151415409,224,False
2899,Ward PLC,Finance,Kosofe,427470912,269,True
2900,"Silva, Ryan and Cox",Manufacturing,Epe,114399277,374,True
2901,"Best, Clark and Rodriguez",Finance,Shomolu,243915654,448,False
2902,Allen Inc,Retail,Kosofe,283361075,289,False
2903,Mccarthy-Torres,Retail,Epe,371852960,260,True
2904,Tate-Castillo,Real Estate,Amuwo-Odofin,17054436,424,False
2905,Moran-Baker,Manufacturing,Ifako-Ijaiye,292553349,356,False
2906,Mcdaniel-Williams,Tech,Apapa,468727940,309,True
2907,"Davis, Medina and Diaz",Real Estate,Shomolu,40433421,419,True
2908,Page-Smith,Manufacturing,Eti-Osa,320698353,119,False
2909,Mccall Inc,Retail,Yaba,198807046,96,True
2910,Johnson-Harrington,Retail,Ifako-Ijaiye,192512783,68,True
2911,Carter Ltd,Real Estate,Epe,271223843,478,True
2912,"Ruiz, Weiss and Cardenas",Retail,Mushin,307525412,315,False
2913,Jacobs-Duncan,Tech,Yaba,486763248,498,False
2914,"Jones, Morris and Thomas",Tech,Ikeja,21926187,397,False
2915,Wall-Roman,Retail,Shomolu,381844282,499,True
2916,Kirk-Anderson,Tech,Apapa,320204151,174,True
2917,"Buck, Porter and Perry",Manufacturing,Epe,64190551,437,True
2918,Nielsen-White,Tech,Agege,441606622,203,True
2919,"House, Avila and Miller",Tech,Amuwo-Odofin,487622265,162,False
2920,Rogers Ltd,Manufacturing,Victoria Island,442166628,87,True
2921,Sanchez LLC,Manufacturing,Mushin,467529975,360,False
2922,Rodriguez Inc,Retail,Ikeja,483507721,181,False
2923,Holland Group,Retail,Somolu,285780566,162,True
2924,"Clark, Ashley and Wade",Tech,Oshodi-Isolo,259630096,116,True
2925,Roberts-Fuller,Tech,Agege,357972462,225,True
2926,Sutton Ltd,Finance,Yaba,116836497,220,True
2927,Turner-Gonzales,Real Estate,Agege,55646486,324,True
2928,Roach-Wilson,Retail,Ifako-Ijaiye,118996954,446,False
2929,Gomez PLC,Finance,Epe,23878992,423,True
2930,Gardner-Smith,Tech,Badagry,403995026,290,True
2931,Kelly Ltd,Retail,Ikeja,235827256,384,True
2932,Johnson-Glover,Real Estate,Somolu,162591382,136,True
2933,Santiago-Ortiz,Tech,Agege,107950104,436,False
2934,"Ortiz, Garrett and Brady",Tech,Ikorodu,435662187,75,True
2935,Russo and Sons,Tech,Ikorodu,401110583,68,True
2936,Jones LLC,Manufacturing,Agege,117264585,260,False
2937,Salazar Inc,Finance,Eti-Osa,112988476,460,False
2938,"Campbell, Berry and Rivera",Real Estate,Eti-Osa,447847856,209,False
2939,"Hampton, Valdez and Allen",Tech,Lekki,18922785,69,True
2940,Thompson-Cook,Real Estate,Ifako-Ijaiye,11389879,167,False
2941,Mendoza PLC,Retail,Lekki,457588653,97,False
2942,"Moran, Martin and Gay",Real Estate,Ajah,497466525,457,True
2943,Stephens Ltd,Finance,Surulere,442249332,286,False
2944,Rowe LLC,Manufacturing,Ajah,464364404,176,False
2945,"Mora, Maynard and Murphy",Manufacturing,Badagry,303831694,148,False
2946,Callahan Ltd,Manufacturing,Surulere,87306254,273,True
2947,Parks-Miller,Retail,Yaba,311241411,257,False
2948,"Sampson, Richardson and Gilmore",Retail,Mushin,424097716,439,True
2949,"Shaw, Higgins and Johnson",Finance,Lekki,275998288,104,True
2950,Barnes Group,Finance,Kosofe,186989519,258,False
2951,Taylor PLC,Retail,Kosofe,121064782,330,False
2952,Barker PLC,Retail,Yaba,251120543,81,False
2953,Espinoza-Martin,Real Estate,Ikeja,6834951,332,True
2954,Carroll-Robinson,Finance,Kosofe,53616413,214,False
2955,"Sanchez, Berry and Ortiz",Finance,Agege,313866302,281,True
2956,Mason Inc,Finance,Ifako-Ijaiye,330886465,88,True
2957,Smith-Buchanan,Retail,Badagry,336981751,310,False
2958,"Kirk, Ellis and Leblanc",Retail,Kosofe,474236875,243,True
2959,"Ellis, Taylor and Trevino",Retail,Yaba,99452843,440,True
2960,Rodriguez-Peters,Tech,Surulere,298129576,109,True
2961,Gordon-Russell,Retail,Eti-Osa,103573396,282,False
2962,Johnson-Gates,Finance,Ikeja,410142592,218,True
2963,Moore Ltd,Real Estate,Ikorodu,260262523,63,False
2964,Castillo-Jones,Real Estate,Ifako-Ijaiye,285174691,68,False
2965,"Copeland, Lawson and Mcneil",Finance,Badagry,232779328,165,False
2966,Randall-Thompson,Real Estate,Oshodi-Isolo,212126070,378,False
2967,Jenkins-Martinez,Retail,Alimosho,379885909,400,True
2968,"Leon, Jones and Chambers",Manufacturing,Mushin,75438362,322,True
2969,Taylor Ltd,Finance,Ifako-Ijaiye,68913363,462,True
2970,Dixon-Gordon,Manufacturing,Badagry,104803287,213,True
2971,Holden-Williams,Manufacturing,Somolu,96161422,352,False
2972,Lewis-Patterson,Retail,Ajah,335501354,148,True
2973,Young Inc,Manufacturing,Yaba,128274290,267,False
2974,Vincent Ltd,Real Estate,Ajah,92383154,94,False
2975,Martinez-Murray,Finance,Kosofe,13564391,480,True
2976,Moreno-Torres,Retail,Shomolu,118999138,193,True
2977,Smith-Whitehead,Retail,Apapa,276151798,220,False
2978,Smith LLC,Real Estate,Apapa,25646480,370,False
2979,"Anderson, Abbott and Wood",Retail,Badagry,252327915,177,True
2980,Allen Ltd,Finance,Alimosho,124696135,13,True
2981,Tyler-Williams,Manufacturing,Eti-Osa,439917655,155,True
2982,Johnson-Fields,Real Estate,Oshodi-Isolo,229176700,466,True
2983,"Leon, Roberts and Evans",Finance,Ikorodu,462875843,60,True
2984,"Williams, Joseph and Fuller",Retail,Badagry,242753750,242,False
2985,Jones PLC,Real Estate,Apapa,67128495,73,True
2986,"Smith, Murphy and Davis",Tech,Alimosho,62364603,314,False
2987,"Clark, Kelly and Lam",Tech,Epe,355840823,209,True
2988,Price Ltd,Finance,Eti-Osa,363043707,266,False
2989,Garcia Group,Real Estate,Badagry,324363632,334,False
2990,Jones Group,Retail,Ikorodu,149691488,194,True
2991,Perez-Carey,Manufacturing,Alimosho,474569723,241,True
2992,Black-Lawson,Finance,Ajah,105822049,366,False
2993,Cooper Group,Tech,Mushin,294224395,436,True
2994,Stevenson-Marsh,Retail,Ajah,259436301,148,False
2995,"Chavez, Cooper and Robinson",Manufacturing,Lekki,81712055,467,True
2996,"Mcintyre, Ortiz and Henry",Retail,Ajah,112714421,288,True
2997,"Johnson, Dixon and Fletcher",Finance,Alimosho,366733237,482,False
2998,"Dalton, Carr and Vaughn",Retail,Alimosho,207511378,54,False
2999,"Johnston, Walker and Mcmillan",Manufacturing,Kosofe,208240123,258,False
3000,King-Barnes,Tech,Epe,192883689,267,False
3001,"Jones, Martinez and Mcneil",Real Estate,Epe,215558278,179,True
3002,Blankenship and Sons,Finance,Lekki,279684733,193,True
3003,Bowman LLC,Manufacturing,Shomolu,111834310,247,False
3004,"Davis, Terry and Parsons",Tech,Badagry,475578562,159,False
3005,Baker-Hartman,Tech,Lekki,436555213,142,True
3006,Henson-Bailey,Retail,Eti-Osa,112153587,37,True
3007,Hardy and Sons,Finance,Surulere,81532585,382,False
3008,Fisher LLC,Retail,Eti-Osa,314224971,46,True
3009,Waters PLC,Manufacturing,Victoria Island,9650139,30,False
3010,Johnston-Norris,Finance,Victoria Island,467950061,182,True
3011,"Johnson, Warner and Hess",Retail,Amuwo-Odofin,203113794,142,True
3012,"Thomas, Johnson and Moran",Real Estate,Lekki,316163202,331,True
3013,Graham-Ramsey,Manufacturing,Ifako-Ijaiye,486795108,362,True
3014,Nunez-Lawrence,Real Estate,Victoria Island,255966997,76,False
3015,Simpson-Turner,Real Estate,Shomolu,78815404,325,False
3016,Oconnor-Rodriguez,Finance,Kosofe,253537229,450,True
3017,Brock-Patterson,Retail,Kosofe,214556865,371,True
3018,Davila Inc,Retail,Lekki,316653059,486,True
3019,Rodriguez and Sons,Finance,Eti-Osa,425523594,351,False
3020,"Stewart, Pope and Williams",Real Estate,Eti-Osa,309066456,486,False
3021,Thomas-Love,Tech,Ifako-Ijaiye,486245176,74,False
3022,Vaughn-Jones,Finance,Lekki,160813448,453,False
3023,Wagner Inc,Tech,Surulere,423286957,406,False
3024,Bass Group,Manufacturing,Agege,208952153,116,True
3025,Robles Group,Retail,Somolu,210055827,163,True
3026,"Byrd, Montgomery and Herrera",Retail,Somolu,443786758,344,True
3027,"Rush, Brown and Andrade",Finance,Oshodi-Isolo,43546358,162,False
3028,Carroll and Sons,Retail,Somolu,142586731,304,False
3029,Johnson Inc,Tech,Oshodi-Isolo,183955249,276,True
3030,"Jones, Lewis and Brown",Manufacturing,Eti-Osa,254316866,387,True
3031,"Jenkins, Douglas and Hutchinson",Retail,Ikorodu,114556609,375,True
3032,"Mcintyre, Ward and Reed",Manufacturing,Somolu,449203775,192,False
3033,Reyes-Edwards,Finance,Kosofe,427480206,321,True
3034,Schmidt-Hudson,Manufacturing,Alimosho,28116956,392,True
3035,Henderson-Dawson,Tech,Epe,350237583,116,False
3036,Nolan-Williams,Finance,Yaba,30985291,398,True
3037,Gonzales Inc,Real Estate,Epe,270227855,148,False
3038,"Lutz, Rojas and Novak",Retail,Ikorodu,10961572,470,False
3039,Preston-Cummings,Real Estate,Surulere,424152661,31,False
3040,"Hensley, Rivera and Berry",Tech,Ikeja,462607362,226,False
3041,Navarro LLC,Finance,Epe,250243796,471,False
3042,Davis-English,Tech,Agege,309637539,451,False
3043,"Hampton, Holland and Johnson",Finance,Surulere,483576217,206,True
3044,Hernandez-Clayton,Manufacturing,Agege,172318309,394,True
3045,Moore Inc,Tech,Amuwo-Odofin,124710355,136,False
3046,"Baker, Robertson and Nelson",Finance,Oshodi-Isolo,496410973,272,True
3047,"Wood, Mcbride and Thompson",Finance,Yaba,430606309,348,False
3048,Holmes Ltd,Retail,Lekki,282726923,450,False
3049,Cohen LLC,Finance,Mushin,52863489,16,False
3050,Johnson Inc,Manufacturing,Victoria Island,325026910,54,True
3051,"Williams, Jones and Harding",Manufacturing,Mushin,18446743,278,True
3052,Miles LLC,Retail,Eti-Osa,214117386,330,False
3053,Mack-Fischer,Retail,Epe,136392756,98,True
3054,Kelly-Bell,Tech,Ifako-Ijaiye,172567617,291,False
3055,Rodriguez-Gonzalez,Manufacturing,Ajah,401891737,410,False
3056,Parker-Smith,Real Estate,Victoria Island,440921460,115,False
3057,Wilson Inc,Retail,Agege,87910107,424,True
3058,Nelson LLC,Tech,Victoria Island,32850227,13,True
3059,Thomas-Thompson,Retail,Ikeja,96024086,480,False
3060,Wells-Hicks,Finance,Ikeja,253278139,446,False
3061,Rivera and Sons,Tech,Apapa,385142605,291,False
3062,"Contreras, Ross and Crosby",Tech,Apapa,478516833,53,False
3063,Ortiz-Berger,Finance,Surulere,152975982,388,False
3064,Austin LLC,Real Estate,Somolu,220791084,355,True
3065,"Day, Gonzalez and Carson",Manufacturing,Kosofe,145919621,207,False
3066,Johnson Group,Tech,Yaba,164784888,415,False
3067,"Ramirez, Miller and Smith",Retail,Ikeja,78207633,403,False
3068,"Dudley, Gamble and Petty",Finance,Apapa,335198129,253,False
3069,Joseph PLC,Retail,Epe,128995425,446,True
3070,"Rocha, Bullock and Thornton",Finance,Amuwo-Odofin,30456363,396,True
3071,"Davis, Hart and Savage",Real Estate,Yaba,78555116,365,True
3072,Ryan-Flores,Real Estate,Kosofe,51302175,37,True
3073,"Owen, Young and Krueger",Real Estate,Ikorodu,179367495,116,True
3074,Jordan LLC,Finance,Somolu,92160433,416,True
3075,Underwood LLC,Real Estate,Victoria Island,400974619,340,False
3076,Hawkins-Foster,Finance,Yaba,188832669,374,False
3077,Ferrell Ltd,Tech,Shomolu,327623952,355,True
3078,Wolf-Jenkins,Manufacturing,Eti-Osa,241865305,226,False
3079,Reynolds LLC,Finance,Ifako-Ijaiye,295031810,469,False
3080,Cruz-Harrington,Tech,Eti-Osa,296170703,378,False
3081,"Blair, Franklin and Davis",Tech,Apapa,223515875,498,True
3082,Wilkins Group,Tech,Badagry,81762117,158,False
3083,Garcia-Ward,Real Estate,Ifako-Ijaiye,226173058,172,True
3084,"Walker, Myers and Stewart",Tech,Eti-Osa,238641370,57,True
3085,"Hicks, Castro and Hodge",Tech,Ikorodu,275460769,83,False
3086,"Gomez, Fernandez and Smith",Tech,Ikeja,8577086,393,False
3087,Hooper-Baker,Tech,Yaba,401266213,223,True
3088,Nelson and Sons,Finance,Mushin,208628953,373,False
3089,"Lane, Nelson and Vaughn",Manufacturing,Agege,141222855,93,False
3090,Stephenson Group,Tech,Ikeja,363514219,471,True
3091,Robinson LLC,Real Estate,Amuwo-Odofin,472505128,158,True
3092,"Daniel, Castillo and Scott",Retail,Agege,204966393,187,False
3093,"Holmes, Davis and Evans",Retail,Shomolu,157943103,7,False
3094,"Morgan, Hamilton and Baker",Manufacturing,Apapa,69748698,452,False
3095,Olson Ltd,Tech,Amuwo-Odofin,319424422,86,False
3096,Houston-Randolph,Manufacturing,Shomolu,125342053,466,True
3097,Snyder and Sons,Tech,Somolu,397962800,392,True
3098,"Greer, Medina and Allen",Retail,Amuwo-Odofin,429839348,85,True
3099,Burke-Stokes,Finance,Surulere,272928117,65,False
3100,Williams Inc,Retail,Ikorodu,162159697,14,False
3101,Erickson Ltd,Retail,Eti-Osa,439603357,406,True
3102,Morgan-Black,Finance,Ikeja,187461796,404,True
3103,Garner Inc,Tech,Eti-Osa,413411779,230,False
3104,Holloway-Johnson,Manufacturing,Badagry,25645473,81,True
3105,"Stark, Hill and Jordan",Tech,Ikeja,260931899,493,False
3106,Baxter Group,Real Estate,Alimosho,499808299,458,False
3107,"Davis, Cox and Marquez",Tech,Ikorodu,168746925,349,True
3108,"Garcia, Hudson and Reed",Tech,Alimosho,349896691,324,True
3109,"Meza, Scott and Peterson",Retail,Ajah,121833676,305,False
3110,"Bennett, Li and Williams",Retail,Ifako-Ijaiye,328293216,233,True
