id,owner_id,lga,property_type,estimated_value
11017,11017,Lekki,Commercial,6116593.2
11018,11018,Surulere,Residential,13807016.76
11019,11019,Somolu,Commercial,8181984.26
11020,11020,Oshodi-Isolo,Residential,10390466.72
11021,11021,Victoria Island,Residential,11259438.71
11022,11022,Shomolu,Residential,1250642.07
11023,11023,Kosofe,Commercial,16498878.74
11024,11024,Victoria Island,Commercial,40239451.56
11025,11025,Apapa,Residential,7728139.26
11026,11026,Ikeja,Commercial,17980077.54
11027,11027,Eti-Osa,Residential,3021603.5
11028,11028,Ajah,Residential,4961665.58
11029,11029,Ikorodu,Residential,13946818.73
11030,11030,Mushin,Residential,12507543.52
11031,11031,Apapa,Residential,1598834.02
11032,11032,Kosofe,Residential,12429061.26
11033,11033,Alimosho,Residential,12811957.32
11034,11034,Alimosho,Commercial,4241376.14
11035,11035,Yaba,Commercial,10535607.05
11036,11036,Ajah,Residential,9582602.48
11037,11037,Victoria Island,Commercial,13021599.38
11038,11038,Ifako-Ijaiye,Commercial,23001289.54
11039,11039,Badagry,Commercial,17705675.3
11040,11040,Agege,Residential,3452281.53
11041,11041,Surulere,Residential,8205798.71
11042,11042,Oshodi-Isolo,Commercial,19177955.5
11043,11043,Badagry,Commercial,11959657.37
11044,11044,Ikeja,Residential,47007722.81
11045,11045,Somolu,Residential,15576267.66
11046,11046,Lekki,Commercial,36835850.22
11047,11047,Yaba,Commercial,5620257.24
11048,11048,Yaba,Commercial,12528452.87
11049,11049,Kosofe,Residential,16175618.73
11050,11050,Yaba,Residential,22809047.4
11051,11051,Lekki,Residential,51616991.31
11052,11052,Apapa,Residential,15690877.28
11053,11053,Eti-Osa,Residential,15929864.1
11054,11054,Oshodi-Isolo,Commercial,4692783.16
11055,11055,Ikeja,Residential,9520253.84
11056,11056,Surulere,Residential,7493248.34
11057,11057,Victoria Island,Commercial,44884090.53
11058,11058,Epe,Commercial,7561741.5
11059,11059,Surulere,Residential,17224237.94
11060,11060,Oshodi-Isolo,Commercial,10241927.36
11061,11061,Mushin,Commercial,17076923.56
11062,11062,Somolu,Commercial,7651810.84
11063,11063,Apapa,Commercial,15027196.87
11064,11064,Ikorodu,Commercial,14949036.48
11065,11065,Surulere,Residential,14189642.66
11066,11066,Ajah,Commercial,12208414.6
11067,11067,Agege,Commercial,10316371.7
11068,11068,Lekki,Residential,12898937.53
11069,11069,Badagry,Residential,2117345.39
11070,11070,Ikorodu,Residential,2385571.69
11071,11071,Apapa,Commercial,3099745.87
11072,11072,Apapa,Commercial,1422995.52
11073,11073,Eti-Osa,Commercial,48382925.2
11074,11074,Badagry,Commercial,6104290.78
11075,11075,Epe,Residential,13268613.97
11076,11076,Ikeja,Residential,43976397.41
11077,11077,Victoria Island,Commercial,31288000.98
11078,11078,Eti-Osa,Commercial,24269322.06
11079,11079,Surulere,Residential,18823979.64
11080,11080,Victoria Island,Residential,7300854.72
11081,11081,Alimosho,Commercial,1646717.96
11082,11082,Eti-Osa,Commercial,9568396.94
11083,11083,Badagry,Residential,7415272.77
11084,11084,Agege,Commercial,4787223.94
11085,11085,Alimosho,Commercial,8126531.34
11086,11086,Surulere,Commercial,10572018.41
11087,11087,Lekki,Commercial,6210061.56
11088,11088,Alimosho,Residential,2844846.22
11089,11089,Victoria Island,Residential,9746867.88
11090,11090,Ikeja,Commercial,11331414.44
11091,11091,Eti-Osa,Commercial,24405784.3
11092,11092,Somolu,Residential,19914770.86
11093,11093,Ikeja,Residential,35039107.53
11094,11094,Badagry,Commercial,17005740.15
11095,11095,Ajah,Residential,19705272.95
11096,11096,Alimosho,Residential,6869426.11
11097,11097,Ikeja,Commercial,22913281.13
11098,11098,Kosofe,Commercial,5786697.51
11099,11099,Badagry,Commercial,2421140.03
11100,11100,Yaba,Commercial,13967888.26
11101,11101,Badagry,Residential,1137788.47
11102,11102,Yaba,Residential,2314979.13
11103,11103,Lekki,Residential,29727536.36
11104,11104,Ikorodu,Commercial,2825205.63
11105,11105,Ajah,Commercial,2054972.75
11106,11106,Surulere,Commercial,6764924.18
11107,11107,Amuwo-Odofin,Residential,6683785.88
11108,11108,Ajah,Residential,19704497.79
11109,11109,Alimosho,Residential,7877015.61
11110,11110,Ifako-Ijaiye,Residential,983801.46
11111,11111,Surulere,Residential,19118682.16
11112,11112,Somolu,Commercial,12338670.34
11113,11113,Ikorodu,Commercial,1360554.27
11114,11114,Alimosho,Residential,10420488.21
11115,11115,Epe,Residential,1780479.57
11116,11116,Amuwo-Odofin,Commercial,19457982.61
11117,11117,Victoria Island,Residential,75191542.61
11118,11118,Agege,Residential,1380341.89
11119,11119,Ikeja,Commercial,11372893.52
11120,11120,Kosofe,Residential,5102991.32
11121,11121,Somolu,Residential,8682594.7
11122,11122,Mushin,Residential,6148278.25
11123,11123,Amuwo-Odofin,Residential,12040758.88
11124,11124,Yaba,Residential,4784093.93
11125,11125,Ikeja,Commercial,5142649.81
11126,11126,Victoria Island,Residential,51616446.61
11127,11127,Oshodi-Isolo,Commercial,2135116.18
11128,11128,Apapa,Commercial,13829626.04
11129,11129,Mushin,Commercial,13122064.14
11130,11130,Ikorodu,Residential,14412147.83
11131,11131,Ajah,Residential,4213802.0
11132,11132,Shomolu,Commercial,2362022.49
11133,11133,Victoria Island,Residential,59975335.74
11134,11134,Alimosho,Residential,2504625.67
11135,11135,Mushin,Commercial,7670099.74
11136,11136,Ikeja,Commercial,38627345.08
11137,11137,Somolu,Residential,7242432.63
11138,11138,Victoria Island,Residential,25335053.2
11139,11139,Epe,Residential,9735063.77
11140,11140,Yaba,Commercial,9674521.36
11141,11141,Somolu,Residential,15241101.57
11142,11142,Kosofe,Residential,14296790.84
11143,11143,Ajah,Commercial,6241956.53
11144,11144,Surulere,Commercial,12955969.84
11145,11145,Oshodi-Isolo,Residential,5400175.87
11146,11146,Victoria Island,Residential,50225902.11
11147,11147,Agege,Commercial,6167872.98
11148,11148,Shomolu,Commercial,8460277.94
11149,11149,Surulere,Commercial,1341436.68
11150,11150,Ajah,Residential,4029274.1
11151,11151,Ajah,Commercial,3299499.9
11152,11152,Surulere,Residential,28808529.79
11153,11153,Amuwo-Odofin,Commercial,15904644.42
11154,11154,Badagry,Residential,7958324.27
11155,11155,Lekki,Residential,4249503.08
11156,11156,Badagry,Residential,10713719.37
11157,11157,Yaba,Commercial,4296256.14
11158,11158,Ifako-Ijaiye,Commercial,603441.91
11159,11159,Badagry,Commercial,8948415.01
11160,11160,Badagry,Commercial,11407301.49
11161,11161,Mushin,Residential,10265049.0
11162,11162,Oshodi-Isolo,Commercial,8805950.19
11163,11163,Somolu,Commercial,16844432.51
11164,11164,Badagry,Residential,11985470.66
11165,11165,Ikorodu,Residential,13183670.39
11166,11166,Mushin,Residential,15095581.19
11167,11167,Yaba,Residential,15182649.48
11168,11168,Surulere,Residential,2939460.62
11169,11169,Yaba,Commercial,13397218.42
11170,11170,Epe,Residential,5483906.57
11171,11171,Victoria Island,Residential,14242587.61
11172,11172,Badagry,Commercial,11869280.98
11173,11173,Apapa,Commercial,881010.14
11174,11174,Badagry,Residential,7918112.54
11175,11175,Oshodi-Isolo,Residential,4943093.78
11176,11176,Apapa,Commercial,3678658.83
11177,11177,Lekki,Commercial,26239113.83
11178,11178,Surulere,Commercial,21630955.9
11179,11179,Lekki,Commercial,21277282.27
11180,11180,Ifako-Ijaiye,Residential,18771528.75
11181,11181,Ajah,Commercial,4578116.84
11182,11182,Somolu,Commercial,15823959.3
11183,11183,Kosofe,Commercial,9839425.51
11184,11184,Badagry,Residential,16068333.2
11185,11185,Surulere,Commercial,1213318.9
11186,11186,Ifako-Ijaiye,Commercial,18789193.85
11187,11187,Mushin,Commercial,6068471.66
11188,11188,Ajah,Residential,18658779.37
11189,11189,Victoria Island,Commercial,53649446.93
11190,11190,Amuwo-Odofin,Commercial,12476801.38
11191,11191,Surulere,Residential,25734246.53
11192,11192,Agege,Commercial,13537052.57
11193,11193,Ikeja,Residential,16832122.47
11194,11194,Ifako-Ijaiye,Residential,17191097.71
11195,11195,Eti-Osa,Residential,21409048.58
11196,11196,Oshodi-Isolo,Commercial,10701828.07
11197,11197,Eti-Osa,Residential,30078081.84
11198,11198,Epe,Residential,19277570.68
11199,11199,Oshodi-Isolo,Commercial,18825311.17
11200,11200,Ikeja,Commercial,26034190.94
11201,11201,Victoria Island,Commercial,70491661.16
11202,11202,Eti-Osa,Commercial,56085014.31
11203,11203,Agege,Residential,1942395.26
11204,11204,Badagry,Commercial,22163629.36
11205,11205,Ikeja,Residential,14294489.25
11206,11206,Alimosho,Residential,5925524.44
11207,11207,Ikeja,Residential,30254795.32
11208,11208,Somolu,Commercial,13002958.09
11209,11209,Yaba,Residential,6567245.85
11210,11210,Ikorodu,Commercial,744262.59
11211,11211,Somolu,Commercial,20498677.61
11212,11212,Surulere,Commercial,7035213.98
11213,11213,Agege,Residential,13738690.79
11214,11214,Amuwo-Odofin,Residential,2681262.67
11215,11215,Epe,Commercial,10963973.67
11216,11216,Agege,Commercial,4575060.3
11217,11217,Apapa,Commercial,5884183.05
11218,11218,Surulere,Residential,13653387.37
11219,11219,Ajah,Residential,16635966.36
11220,11220,Surulere,Commercial,2438207.33
11221,11221,Shomolu,Residential,17216675.86
11222,11222,Amuwo-Odofin,Residential,6595465.66
11223,11223,Kosofe,Commercial,5032132.11
11224,11224,Epe,Commercial,1093354.49
11225,11225,Ifako-Ijaiye,Commercial,10300352.4
11226,11226,Ikeja,Commercial,14673983.11
11227,11227,Ajah,Residential,4017593.1
11228,11228,Agege,Commercial,3719842.41
11229,11229,Somolu,Residential,10442624.95
11230,11230,Shomolu,Residential,16648229.37
11231,11231,Kosofe,Commercial,5300193.98
11232,11232,Ajah,Commercial,14189104.51
11233,11233,Epe,Commercial,7587565.5
11234,11234,Epe,Residential,11669565.4
11235,11235,Ajah,Commercial,3652567.41
11236,11236,Alimosho,Residential,11678544.51
11237,11237,Agege,Commercial,4652153.32
11238,11238,Shomolu,Commercial,17474525.52
11239,11239,Agege,Commercial,6762886.74
11240,11240,Kosofe,Residential,3092322.63
11241,11241,Agege,Commercial,2237070.62
11242,11242,Shomolu,Residential,16712507.59
11243,11243,Shomolu,Residential,15755720.13
11244,11244,Oshodi-Isolo,Residential,7430093.84
11245,11245,Lekki,Commercial,6027873.19
11246,11246,Agege,Commercial,2031401.47
11247,11247,Ifako-Ijaiye,Residential,6075585.08
11248,11248,Shomolu,Residential,12848820.17
11249,11249,Ajah,Commercial,19360195.55
11250,11250,Surulere,Residential,3338641.49
11251,11251,Oshodi-Isolo,Residential,6219712.88
11252,11252,Shomolu,Residential,1279051.63
11253,11253,Alimosho,Residential,9161343.19
11254,11254,Apapa,Residential,4192022.38
11255,11255,Victoria Island,Commercial,33535369.17
11256,11256,Ajah,Commercial,7593556.07
11257,11257,Ifako-Ijaiye,Residential,25022996.74
11258,11258,Lekki,Residential,5561075.96
11259,11259,Badagry,Commercial,2756159.86
11260,11260,Ikorodu,Residential,14346535.15
11261,11261,Yaba,Commercial,12122674.49
11262,11262,Ikeja,Commercial,8329353.46
11263,11263,Ikorodu,Residential,9293748.83
11264,11264,Ikorodu,Commercial,11293345.44
11265,11265,Alimosho,Commercial,14831705.43
11266,11266,Ajah,Residential,8956104.08
11267,11267,Kosofe,Residential,10550608.46
11268,11268,Oshodi-Isolo,Residential,7790647.88
11269,11269,Apapa,Residential,5967535.03
11270,11270,Agege,Residential,8616149.1
11271,11271,Amuwo-Odofin,Commercial,19059437.4
11272,11272,Surulere,Residential,1608272.46
11273,11273,Apapa,Residential,9962354.2
11274,11274,Ikorodu,Residential,7681591.45
11275,11275,Apapa,Commercial,3530052.48
11276,11276,Yaba,Residential,13657553.42
11277,11277,Eti-Osa,Commercial,15167768.3
11278,11278,Victoria Island,Commercial,41209841.86
11279,11279,Shomolu,Residential,14664727.23
11280,11280,Badagry,Commercial,13253188.39
11281,11281,Epe,Commercial,12927318.91
11282,11282,Victoria Island,Residential,3058634.14
11283,11283,Ajah,Residential,9495848.39
11284,11284,Surulere,Commercial,5269618.54
11285,11285,Ikorodu,Residential,3996620.08
11286,11286,Victoria Island,Residential,20513689.52
11287,11287,Epe,Residential,7658567.51
11288,11288,Kosofe,Commercial,11348583.89
11289,11289,Kosofe,Commercial,12488827.77
11290,11290,Lekki,Residential,16780398.5
11291,11291,Yaba,Residential,9093211.6
11292,11292,Oshodi-Isolo,Commercial,14633107.81
11293,11293,Agege,Residential,16641907.9
11294,11294,Ikeja,Commercial,5561464.39
11295,11295,Kosofe,Commercial,25482224.89
11296,11296,Epe,Residential,3628626.88
11297,11297,Ifako-Ijaiye,Commercial,5042077.74
11298,11298,Ifako-Ijaiye,Residential,5583319.52
11299,11299,Somolu,Commercial,1939644.3
11300,11300,Apapa,Commercial,11920891.22
11301,11301,Victoria Island,Commercial,31040925.38
11302,11302,Amuwo-Odofin,Residential,13748989.22
11303,11303,Epe,Residential,16409529.74
11304,11304,Badagry,Commercial,4297773.77
11305,11305,Ikorodu,Residential,10702175.98
11306,11306,Victoria Island,Commercial,8472280.05
11307,11307,Apapa,Commercial,4154940.18
11308,11308,Ifako-Ijaiye,Commercial,21974786.56
11309,11309,Agege,Residential,362099.19
11310,11310,Surulere,Residential,13403813.71
11311,11311,Yaba,Residential,33387789.17
11312,11312,Badagry,Commercial,16673306.55
11313,11313,Lekki,Residential,46695819.49
11314,11314,Ifako-Ijaiye,Commercial,19932110.59
11315,11315,Ifako-Ijaiye,Commercial,15499234.03
11316,11316,Apapa,Residential,13176642.34
11317,11317,Epe,Residential,6470369.2
11318,11318,Eti-Osa,Residential,17354977.19
11319,11319,Shomolu,Residential,924409.88
11320,11320,Apapa,Residential,18241230.46
11321,11321,Somolu,Commercial,22016072.9
11322,11322,Alimosho,Commercial,3967357.69
11323,11323,Badagry,Commercial,13175619.44
11324,11324,Lekki,Commercial,10554938.15
11325,11325,Kosofe,Residential,10097201.24
11326,11326,Agege,Residential,7745386.79
11327,11327,Ajah,Commercial,16274733.5
11328,11328,Oshodi-Isolo,Commercial,19403483.21
11329,11329,Kosofe,Commercial,23007403.92
11330,11330,Shomolu,Residential,25706606.12
11331,11331,Kosofe,Residential,9850381.04
11332,11332,Badagry,Residential,1362175.94
11333,11333,Lekki,Commercial,15590634.06
11334,11334,Alimosho,Residential,4839230.26
11335,11335,Shomolu,Residential,9985567.75
11336,11336,Surulere,Residential,4201778.69
11337,11337,Epe,Commercial,21625190.62
11338,11338,Eti-Osa,Residential,28128744.33
11339,11339,Surulere,Commercial,9115282.77
11340,11340,Shomolu,Commercial,12871549.45
11341,11341,Surulere,Residential,9160777.41
11342,11342,Shomolu,Residential,19528229.86
11343,11343,Oshodi-Isolo,Commercial,23270097.3
11344,11344,Ikorodu,Commercial,11800391.32
11345,11345,Ikeja,Commercial,24965420.53
11346,11346,Yaba,Residential,19860386.59
11347,11347,Ifako-Ijaiye,Commercial,14598104.01
11348,11348,Ifako-Ijaiye,Commercial,11787900.62
11349,11349,Ikorodu,Residential,12313210.39
11350,11350,Eti-Osa,Commercial,23559289.16
11351,11351,Ikorodu,Residential,17950268.2
11352,11352,Ikorodu,Residential,3268985.47
11353,11353,Ikeja,Residential,24658818.22
11354,11354,Agege,Residential,10119705.36
11355,11355,Ajah,Residential,16156855.69
11356,11356,Somolu,Commercial,11594048.24
11357,11357,Ikeja,Residential,6996553.06
11358,11358,Badagry,Residential,7280626.13
11359,11359,Victoria Island,Commercial,56331534.99
11360,11360,Surulere,Residential,8952903.67
11361,11361,Ajah,Commercial,3722605.16
11362,11362,Apapa,Residential,9319584.0
11363,11363,Oshodi-Isolo,Residential,11458108.9
11364,11364,Agege,Residential,5182242.67
11365,11365,Mushin,Commercial,3822221.24
11366,11366,Oshodi-Isolo,Residential,11813070.18
11367,11367,Kosofe,Commercial,16321868.49
11368,11368,Alimosho,Commercial,3083326.07
11369,11369,Eti-Osa,Commercial,12038322.49
11370,11370,Victoria Island,Residential,21946869.77
11371,11371,Apapa,Residential,6179120.73
11372,11372,Ikeja,Commercial,9420024.5
11373,11373,Ikeja,Commercial,19874617.53
11374,11374,Apapa,Commercial,5314835.36
11375,11375,Ikorodu,Residential,2406045.52
11376,11376,Victoria Island,Residential,33314562.17
11377,11377,Surulere,Commercial,36227285.57
11378,11378,Epe,Commercial,5114014.21
11379,11379,Apapa,Residential,18988470.4
11380,11380,Apapa,Residential,10254483.51
11381,11381,Yaba,Commercial,24256548.87
11382,11382,Alimosho,Residential,1762043.19
11383,11383,Yaba,Residential,32277913.78
11384,11384,Shomolu,Residential,12077085.08
11385,11385,Ikeja,Commercial,30343376.27
11386,11386,Apapa,Residential,4454335.15
11387,11387,Amuwo-Odofin,Residential,13448188.14
11388,11388,Badagry,Residential,4929661.54
11389,11389,Epe,Residential,5785476.18
11390,11390,Ikorodu,Commercial,7698321.52
11391,11391,Surulere,Commercial,27009316.54
11392,11392,Surulere,Commercial,17913744.28
11393,11393,Ikorodu,Commercial,7687877.62
11394,11394,Somolu,Residential,3547990.83
11395,11395,Ikorodu,Residential,11525526.03
11396,11396,Apapa,Commercial,7160030.84
11397,11397,Amuwo-Odofin,Commercial,2493233.79
11398,11398,Lekki,Residential,24145869.54
11399,11399,Apapa,Commercial,26491007.5
11400,11400,Ifako-Ijaiye,Commercial,26459646.9
11401,11401,Yaba,Commercial,20502820.98
11402,11402,Ikeja,Residential,7425537.2
11403,11403,Mushin,Commercial,5361126.76
11404,11404,Badagry,Commercial,1163892.37
11405,11405,Apapa,Residential,8709042.47
11406,11406,Ikorodu,Residential,1051335.66
11407,11407,Epe,Commercial,9382594.0
11408,11408,Shomolu,Commercial,21395293.54
11409,11409,Lekki,Residential,27512853.99
11410,11410,Ikorodu,Commercial,9885352.2
11411,11411,Ikeja,Residential,22358996.21
11412,11412,Ikeja,Commercial,30289235.67
11413,11413,Ifako-Ijaiye,Commercial,2304541.18
11414,11414,Yaba,Commercial,1328030.93
11415,11415,Badagry,Commercial,6342914.69
11416,11416,Agege,Commercial,4417812.65
11417,11417,Ikorodu,Commercial,13956543.39
11418,11418,Amuwo-Odofin,Commercial,7554175.58
11419,11419,Eti-Osa,Commercial,19564375.34
11420,11420,Mushin,Residential,2244959.8
11421,11421,Epe,Residential,21355932.31
11422,11422,Epe,Commercial,14041867.32
11423,11423,Surulere,Residential,18383183.1
11424,11424,Epe,Commercial,16036895.4
11425,11425,Eti-Osa,Commercial,23663107.3
11426,11426,Lekki,Residential,3162673.08
11427,11427,Mushin,Commercial,9862009.44
11428,11428,Mushin,Residential,20328876.02
11429,11429,Surulere,Residential,15597072.15
11430,11430,Alimosho,Commercial,3006030.66
11431,11431,Yaba,Residential,11321052.53
11432,11432,Alimosho,Residential,6629974.77
11433,11433,Oshodi-Isolo,Residential,842978.57
11434,11434,Somolu,Commercial,11432540.95
11435,11435,Yaba,Residential,13808911.2
11436,11436,Mushin,Residential,2118752.17
11437,11437,Apapa,Residential,8715539.0
11438,11438,Badagry,Residential,12578460.14
11439,11439,Kosofe,Residential,13562656.99
11440,11440,Ikorodu,Commercial,7890610.25
11441,11441,Badagry,Residential,2998174.33
11442,11442,Eti-Osa,Residential,26747451.48
11443,11443,Eti-Osa,Commercial,6067104.99
11444,11444,Alimosho,Residential,6011806.35
11445,11445,Mushin,Residential,16300467.98
11446,11446,Oshodi-Isolo,Residential,9124395.55
11447,11447,Alimosho,Residential,9995757.76
11448,11448,Somolu,Commercial,8484447.33
11449,11449,Agege,Commercial,969652.8
11450,11450,Ajah,Residential,8440352.39
11451,11451,Badagry,Residential,6657927.27
11452,11452,Badagry,Residential,16817493.31
11453,11453,Eti-Osa,Residential,5298758.4
11454,11454,Surulere,Residential,1557307.02
11455,11455,Badagry,Residential,12451358.83
11456,11456,Epe,Residential,5562174.9
11457,11457,Kosofe,Residential,21559175.08
11458,11458,Alimosho,Commercial,8135680.51
11459,11459,Badagry,Commercial,8559897.82
11460,11460,Shomolu,Commercial,10661275.77
11461,11461,Apapa,Residential,8582911.13
11462,11462,Shomolu,Residential,1622673.94
11463,11463,Epe,Commercial,13338603.39
11464,11464,Kosofe,Residential,10992964.83
11465,11465,Oshodi-Isolo,Residential,12141170.01
11466,11466,Yaba,Commercial,22559601.12
11467,11467,Kosofe,Commercial,15409703.24
11468,11468,Oshodi-Isolo,Commercial,11409391.86
11469,11469,Oshodi-Isolo,Residential,2075442.48
11470,11470,Kosofe,Commercial,17254690.75
11471,11471,Amuwo-Odofin,Commercial,1238304.06
11472,11472,Yaba,Commercial,1272028.07
11473,11473,Alimosho,Commercial,8417949.65
11474,11474,Mushin,Residential,8608619.73
11475,11475,Apapa,Residential,9358301.52
11476,11476,Badagry,Commercial,4017663.73
11477,11477,Eti-Osa,Residential,21727609.9
11478,11478,Ikorodu,Residential,5992776.88
11479,11479,Victoria Island,Residential,23945392.02
11480,11480,Ikeja,Commercial,12287568.48
11481,11481,Ajah,Residential,10321128.34
11482,11482,Lekki,Commercial,67604388.73
11483,11483,Mushin,Residential,6370970.41
11484,11484,Agege,Residential,5687445.66
11485,11485,Somolu,Residential,1436238.27
11486,11486,Ajah,Residential,7966459.03
11487,11487,Yaba,Residential,12777940.42
11488,11488,Epe,Residential,21922727.6
11489,11489,Agege,Commercial,14913861.39
11490,11490,Ikorodu,Residential,13532952.7
11491,11491,Somolu,Residential,20386450.7
11492,11492,Surulere,Residential,7072059.46
11493,11493,Apapa,Commercial,3645357.67
11494,11494,Oshodi-Isolo,Commercial,3079071.19
11495,11495,Shomolu,Residential,21874658.67
11496,11496,Kosofe,Residential,14717394.49
11497,11497,Alimosho,Residential,4093750.55
11498,11498,Amuwo-Odofin,Residential,17181867.27
11499,11499,Epe,Residential,9443571.21
11500,11500,Badagry,Residential,19060482.42
11501,11501,Mushin,Residential,18871574.39
11502,11502,Ikorodu,Residential,4370694.01
11503,11503,Lekki,Commercial,42101531.08
11504,11504,Amuwo-Odofin,Residential,8452470.6
11505,11505,Apapa,Residential,17185560.36
11506,11506,Mushin,Commercial,8879352.96
11507,11507,Lekki,Residential,15409695.96
11508,11508,Eti-Osa,Residential,10724193.6
11509,11509,Mushin,Commercial,29161162.17
11510,11510,Alimosho,Residential,12428802.57
11511,11511,Alimosho,Commercial,10571738.67
11512,11512,Apapa,Commercial,9243216.98
11513,11513,Surulere,Commercial,2107761.98
11514,11514,Ifako-Ijaiye,Residential,4033161.46
11515,11515,Alimosho,Residential,10835972.24
11516,11516,Mushin,Residential,6606954.96
11517,11517,Victoria Island,Commercial,33118561.26
11518,11518,Badagry,Residential,17950539.3
11519,11519,Yaba,Commercial,14337287.25
11520,11520,Somolu,Commercial,3270889.64
11521,11521,Surulere,Residential,18590827.09
11522,11522,Amuwo-Odofin,Residential,12604297.62
11523,11523,Ifako-Ijaiye,Commercial,1337541.72
11524,11524,Surulere,Residential,18663296.64
11525,11525,Surulere,Residential,1381666.94
11526,11526,Eti-Osa,Commercial,43912549.44
11527,11527,Epe,Commercial,18632605.59
11528,11528,Ikeja,Commercial,25181036.12
11529,11529,Kosofe,Commercial,7097789.45
11530,11530,Kosofe,Residential,9900950.96
11531,11531,Yaba,Commercial,12335881.48
11532,11532,Ajah,Residential,6520111.15
11533,11533,Shomolu,Residential,10257922.84
11534,11534,Shomolu,Commercial,4264639.28
11535,11535,Victoria Island,Residential,60755873.17
11536,11536,Eti-Osa,Residential,13581717.37
11537,11537,Apapa,Residential,13274821.97
11538,11538,Kosofe,Commercial,5328320.29
11539,11539,Victoria Island,Commercial,37842441.07
11540,11540,Ajah,Commercial,12854508.26
11541,11541,Oshodi-Isolo,Commercial,3204121.87
11542,11542,Agege,Residential,1839048.91
11543,11543,Kosofe,Residential,3253990.6
11544,11544,Kosofe,Commercial,15667309.17
11545,11545,Apapa,Residential,11820159.57
11546,11546,Alimosho,Residential,6461071.26
11547,11547,Eti-Osa,Commercial,35448718.57
11548,11548,Apapa,Residential,9356443.83
11549,11549,Lekki,Residential,5799781.87
11550,11550,Shomolu,Residential,20449998.94
11551,11551,Kosofe,Commercial,4865497.5
11552,11552,Kosofe,Commercial,19534077.21
11553,11553,Oshodi-Isolo,Residential,11460725.51
11554,11554,Ikorodu,Commercial,1987702.75
11555,11555,Badagry,Residential,20037490.79
11556,11556,Ifako-Ijaiye,Residential,1463826.71
11557,11557,Yaba,Residential,26894046.71
11558,11558,Agege,Residential,11209540.2
11559,11559,Ikorodu,Residential,13499580.17
11560,11560,Epe,Residential,4214389.63
11561,11561,Amuwo-Odofin,Residential,14771958.56
11562,11562,Epe,Commercial,9828199.87
11563,11563,Badagry,Commercial,4290273.49
11564,11564,Ifako-Ijaiye,Commercial,4306373.98
11565,11565,Oshodi-Isolo,Residential,7202495.11
11566,11566,Ifako-Ijaiye,Commercial,2365270.1
11567,11567,Surulere,Residential,17267748.96
11568,11568,Victoria Island,Commercial,56304105.02
11569,11569,Kosofe,Residential,1563124.8
11570,11570,Badagry,Commercial,6928226.35
11571,11571,Ifako-Ijaiye,Commercial,14291543.81
11572,11572,Yaba,Residential,15414631.07
11573,11573,Oshodi-Isolo,Commercial,13795643.75
11574,11574,Kosofe,Residential,16086876.97
11575,11575,Somolu,Residential,22931103.01
11576,11576,Ikorodu,Residential,7067203.81
11577,11577,Kosofe,Commercial,6539769.56
11578,11578,Surulere,Commercial,14670820.01
11579,11579,Amuwo-Odofin,Residential,4609296.73
11580,11580,Agege,Commercial,5052036.85
11581,11581,Somolu,Residential,7128668.43
11582,11582,Badagry,Commercial,8987726.26
11583,11583,Surulere,Commercial,28549961.17
11584,11584,Amuwo-Odofin,Residential,4739416.74
11585,11585,Ikorodu,Commercial,4455490.03
11586,11586,Oshodi-Isolo,Commercial,13211969.8
11587,11587,Lekki,Commercial,53219538.14
11588,11588,Oshodi-Isolo,Residential,10007908.56
11589,11589,Ikorodu,Residential,12060846.32
11590,11590,Epe,Residential,12893948.95
11591,11591,Alimosho,Residential,16066080.48
11592,11592,Alimosho,Commercial,2759437.56
11593,11593,Yaba,Commercial,2505397.76
11594,11594,Ikorodu,Commercial,5530714.93
11595,11595,Surulere,Commercial,5494827.45
11596,11596,Kosofe,Residential,12725679.53
11597,11597,Oshodi-Isolo,Commercial,2785471.08
11598,11598,Agege,Commercial,11174770.73
11599,11599,Somolu,Commercial,9606023.85
11600,11600,Ifako-Ijaiye,Commercial,1964510.0
11601,11601,Oshodi-Isolo,Commercial,1228861.98
11602,11602,Lekki,Residential,6189067.09
11603,11603,Apapa,Residential,22376079.51
11604,11604,Ifako-Ijaiye,Commercial,10715116.36
11605,11605,Agege,Commercial,12650676.38
11606,11606,Amuwo-Odofin,Residential,19966842.15
11607,11607,Victoria Island,Residential,8947318.72
11608,11608,Agege,Residential,10849632.65
11609,11609,Ikeja,Commercial,14515163.36
11610,11610,Shomolu,Commercial,2755957.48
11611,11611,Mushin,Commercial,3089653.49
11612,11612,Agege,Commercial,18625839.44
11613,11613,Shomolu,Residential,7511446.62
11614,11614,Ikeja,Commercial,8394247.71
11615,11615,Epe,Residential,18481277.0
11616,11616,Lekki,Commercial,24619516.17
11617,11617,Agege,Residential,1036239.05
11618,11618,Eti-Osa,Residential,44128945.43
11619,11619,Eti-Osa,Commercial,23602885.6
11620,11620,Oshodi-Isolo,Commercial,11857341.72
11621,11621,Apapa,Residential,11921951.32
11622,11622,Ikeja,Commercial,28321678.56
11623,11623,Shomolu,Commercial,20362269.87
11624,11624,Yaba,Commercial,14928873.06
11625,11625,Epe,Commercial,19498926.03
11626,11626,Surulere,Residential,23429612.75
11627,11627,Alimosho,Residential,11037907.44
11628,11628,Ikorodu,Residential,10185713.51
11629,11629,Ikorodu,Residential,2696377.07
11630,11630,Epe,Commercial,17292520.7
11631,11631,Eti-Osa,Commercial,29692047.4
